id|name|age|gender|address|email|contact_no
std0619|Sita Bhattarai|21|Female|Birgunj|sita.bhattarai452@college.edu.np|9814999552
std0620|Tara Adhikari|24|Female|Makwanpur|tara.adhikari555@college.edu.np|9881644108
std0621|Thamu Prasad|17|Female|Sindhupalchok|thamu.prasad460@college.edu.np|9813717594
std0622|Mukesh Yadav|20|Male|Biratnagar|mukesh.yadav406@college.edu.np|9844762455
std0623|Champa Tamang|18|Female|Kavre|champa.tamang426@college.edu.np|9878416387
std0624|Rakesh Upreti|21|Male|Gorkha|rakesh.upreti989@college.edu.np|9844748964
std0625|Uddhab Tamang|25|Male|Itahari|uddhab.tamang142@college.edu.np|9884072217
std0626|Uma Rai|18|Female|Butwal|uma.rai901@college.edu.np|9883165060
std0627|Govind Shrestha|24|Male|Chitwan|govind.shrestha733@college.edu.np|9867155801
std0628|Namrata Aryal|20|Female|Birgunj|namrata.aryal500@college.edu.np|9845006513
std0629|Garima Subedi|23|Female|Lalitpur|garima.subedi703@college.edu.np|9852057229
std0630|Anisha Rijal|23|Female|Kavre|anisha.rijal252@college.edu.np|9861569680
std0631|Puja Hamal|25|Female|Damak|puja.hamal9@college.edu.np|9888602191
std0632|Subash Sapkota|18|Male|Dang|subash.sapkota81@college.edu.np|9836981460
std0633|Vandana Tiwari|18|Female|Dharan|vandana.tiwari67@college.edu.np|9847168973
std0634|Alisha Rijal|24|Female|Makwanpur|alisha.rijal897@college.edu.np|9883151958
std0635|Kamala Limbu|22|Female|Hetauda|kamala.limbu556@college.edu.np|9818763203
std0636|Dinesh Khadka|17|Male|Dharan|dinesh.khadka558@college.edu.np|9816536398
std0637|Binod Magar|21|Male|Kavre|binod.magar521@college.edu.np|9889232955
std0638|Anjali Joshi|24|Female|Biratnagar|anjali.joshi908@college.edu.np|9850338058
std0639|Garima Bhandari|18|Female|Birgunj|garima.bhandari690@college.edu.np|9894031724
std0640|Padam Ojha|25|Male|Taplejung|padam.ojha710@college.edu.np|9874127434
std0641|Biraj Magar|19|Male|Makwanpur|biraj.magar932@college.edu.np|9856236587
std0642|Priya Aryal|24|Female|Makwanpur|priya.aryal738@college.edu.np|9850803809
std0643|Omila Joshi|24|Female|Itahari|omila.joshi745@college.edu.np|9827287399
std0644|Om Basnet|23|Male|Banke|om.basnet264@college.edu.np|9846887028
std0645|Pramila Dhakal|18|Female|Pokhara|pramila.dhakal900@college.edu.np|9884282563
std0646|Bimal Tamang|24|Male|Lalitpur|bimal.tamang794@college.edu.np|9843950953
std0647|Rajesh Hamal|23|Male|Janakpur|rajesh.hamal730@college.edu.np|9849785411
std0648|Nisha Sapkota|25|Female|Itahari|nisha.sapkota718@college.edu.np|9861006862
std0649|Ganga Gurung|25|Female|Hetauda|ganga.gurung478@college.edu.np|9894124474
std0650|Tanka Dhakal|19|Male|Jumla|tanka.dhakal689@college.edu.np|9833366157
std0651|Indira Basnet|21|Female|Hetauda|indira.basnet723@college.edu.np|9873227627
std0652|Sanju Prasad|21|Female|Kavre|sanju.prasad107@college.edu.np|9836301136
std0653|Tek Sharma|25|Male|Chitwan|tek.sharma389@college.edu.np|9865743684
std0654|Kamal Regmi|24|Male|Bhaktapur|kamal.regmi254@college.edu.np|9886665273
std0655|Binod Aryal|18|Male|Dharan|binod.aryal377@college.edu.np|9840328075
std0656|Pawan Aryal|24|Male|Banke|pawan.aryal480@college.edu.np|9856633688
std0657|Tilak Bhattarai|18|Male|Butwal|tilak.bhattarai512@college.edu.np|9879728374
std0658|Umesh Gurung|21|Male|Janakpur|umesh.gurung82@college.edu.np|9893638677
std0659|Dipak Bhattarai|24|Male|Butwal|dipak.bhattarai744@college.edu.np|9855455568
std0660|Uma Tamang|25|Female|Dharan|uma.tamang724@college.edu.np|9841030716
std0661|Thamu Magar|20|Female|Biratnagar|thamu.magar72@college.edu.np|9847732841
std0662|Shreya Yadav|17|Female|Chitwan|shreya.yadav765@college.edu.np|9869461737
std0663|Sagar Oli|20|Male|Hetauda|sagar.oli671@college.edu.np|9881140578
std0664|Rohan Luitel|20|Male|Gorkha|rohan.luitel107@college.edu.np|9817164674
std0665|Raju Joshi|20|Male|Bhaktapur|raju.joshi889@college.edu.np|9865820072
std0666|Durga Wagle|21|Female|Sindhupalchok|durga.wagle974@college.edu.np|9877240404
std0667|Manisha Oli|21|Female|Itahari|manisha.oli84@college.edu.np|9857160785
std0668|Deepak Thapa|20|Male|Butwal|deepak.thapa328@college.edu.np|9899598546
std0669|Santosh Gautam|17|Male|Makwanpur|santosh.gautam107@college.edu.np|9844972968
std0670|Laxman Rijal|25|Male|Banke|laxman.rijal507@college.edu.np|9838773188
std0671|Anil Thapa|18|Male|Butwal|anil.thapa833@college.edu.np|9891631162
std0672|Bijay Wagle|23|Male|Biratnagar|bijay.wagle895@college.edu.np|9822124232
std0673|Narayan Hamal|22|Male|Sindhupalchok|narayan.hamal947@college.edu.np|9842513082
std0674|Bishal Acharya|20|Male|Pokhara|bishal.acharya384@college.edu.np|9829796691
std0675|Santosh Gurung|21|Male|Sindhupalchok|santosh.gurung491@college.edu.np|9847744123
std0676|Roshan Tiwari|24|Male|Biratnagar|roshan.tiwari542@college.edu.np|9860839179
std0677|Sabina Koirala|23|Female|Nepalgunj|sabina.koirala349@college.edu.np|9871947993
std0678|Shyam Poudel|19|Male|Dharan|shyam.poudel543@college.edu.np|9863633060
std0679|Rajesh Yadav|17|Male|Sindhupalchok|rajesh.yadav555@college.edu.np|9841564621
std0680|Deepak Poudel|17|Male|Itahari|deepak.poudel570@college.edu.np|9863905515
std0681|Mahesh Tiwari|18|Male|Nepalgunj|mahesh.tiwari328@college.edu.np|9844659527
std0682|Yamuna Neupane|24|Female|Lalitpur|yamuna.neupane185@college.edu.np|9865603712
std0683|Prakash Ghimire|24|Male|Hetauda|prakash.ghimire551@college.edu.np|9829178593
std0684|Rekha Shrestha|25|Female|Biratnagar|rekha.shrestha951@college.edu.np|9845039349
std0685|Roshan Karki|19|Male|Banke|roshan.karki333@college.edu.np|9853751415
std0686|Ankit Wagle|18|Male|Lalitpur|ankit.wagle522@college.edu.np|9852728162
std0687|Ankit Magar|21|Male|Nuwakot|ankit.magar680@college.edu.np|9823605310
std0688|Rita Thapa|22|Female|Taplejung|rita.thapa424@college.edu.np|9814547650
std0689|Prakash Poudel|17|Male|Makwanpur|prakash.poudel525@college.edu.np|9889315551
std0690|Kopila Sharma|23|Female|Pokhara|kopila.sharma212@college.edu.np|9886773523
std0691|Binita Tiwari|23|Female|Kathmandu|binita.tiwari309@college.edu.np|9814170273
std0692|Sagar Sapkota|25|Male|Sindhupalchok|sagar.sapkota297@college.edu.np|9888200312
std0693|Gita Karki|21|Female|Gorkha|gita.karki219@college.edu.np|9890031339
std0694|Heera Hamal|17|Female|Dang|heera.hamal592@college.edu.np|9893582969
std0695|Suresh Ghimire|20|Male|Damak|suresh.ghimire743@college.edu.np|9850550248
std0696|Sabina Rai|25|Female|Makwanpur|sabina.rai602@college.edu.np|9883211871
std0697|Nirmal Limbu|22|Male|Kathmandu|nirmal.limbu527@college.edu.np|9886985010
std0698|Rita Prasad|19|Female|Solukhumbu|rita.prasad657@college.edu.np|9873099105
std0699|Pooja Bhattarai|21|Female|Solukhumbu|pooja.bhattarai812@college.edu.np|9887786570
std0700|Zara Wagle|23|Female|Birgunj|zara.wagle463@college.edu.np|9875988594
std0701|Ramesh Pandey|17|Male|Dharan|ramesh.pandey892@college.edu.np|9894911368
std0702|Lila Upreti|20|Female|Kathmandu|lila.upreti945@college.edu.np|9851340456
std0703|Anil Prasad|22|Male|Makwanpur|anil.prasad919@college.edu.np|9881482315
std0704|Rohan Upreti|21|Male|Lalitpur|rohan.upreti726@college.edu.np|9868468375
std0705|Urmila Limbu|23|Female|Biratnagar|urmila.limbu329@college.edu.np|9852310675
std0706|Indira Limbu|21|Female|Chitwan|indira.limbu407@college.edu.np|9814164503
std0707|Aarti Tamang|21|Female|Hetauda|aarti.tamang810@college.edu.np|9836374589
std0708|Jyoti Sapkota|23|Female|Makwanpur|jyoti.sapkota877@college.edu.np|9846732150
std0709|Indira Gurung|18|Female|Itahari|indira.gurung379@college.edu.np|9895095908
std0710|Biraj Aryal|24|Male|Sindhupalchok|biraj.aryal571@college.edu.np|9819804443
std0711|Suresh Rijal|20|Male|Birgunj|suresh.rijal898@college.edu.np|9829724411
std0712|Bimal Sharma|20|Male|Mustang|bimal.sharma671@college.edu.np|9898444651
std0713|Ganesh Subedi|18|Male|Dharan|ganesh.subedi981@college.edu.np|9894195207
std0714|Kedar Subedi|22|Male|Nuwakot|kedar.subedi559@college.edu.np|9877650064
std0715|Aarti Prasad|17|Female|Itahari|aarti.prasad378@college.edu.np|9863026075
std0716|Tek Bhandari|20|Male|Nuwakot|tek.bhandari763@college.edu.np|9829390634
std0717|Tilak Magar|19|Male|Biratnagar|tilak.magar3@college.edu.np|9897318223
std0718|Nirmal Regmi|17|Male|Bhaktapur|nirmal.regmi410@college.edu.np|9840696615
std0719|Lila Tamang|20|Female|Bhaktapur|lila.tamang299@college.edu.np|9854890041
std0720|Anjali Sapkota|24|Female|Damak|anjali.sapkota820@college.edu.np|9880232249
std0721|Prakash Gautam|18|Male|Dharan|prakash.gautam952@college.edu.np|9822904965
std0722|Hira Khadka|24|Female|Nepalgunj|hira.khadka177@college.edu.np|9858604021
std0723|Kabita Poudel|22|Female|Kathmandu|kabita.poudel234@college.edu.np|9821669812
std0724|Manish Baral|22|Male|Makwanpur|manish.baral700@college.edu.np|9828692094
std0725|Sanjay Dhakal|19|Male|Lalitpur|sanjay.dhakal840@college.edu.np|9894748758
std0726|Samir Dhakal|22|Male|Butwal|samir.dhakal97@college.edu.np|9829419871
std0727|Rajesh Gautam|22|Male|Lalitpur|rajesh.gautam645@college.edu.np|9851371014
std0728|Kedar Wagle|21|Male|Gorkha|kedar.wagle422@college.edu.np|9890248799
std0729|Ganesh Hamal|18|Male|Jumla|ganesh.hamal335@college.edu.np|9881629719
std0730|Biraj Chaudhary|25|Male|Hetauda|biraj.chaudhary754@college.edu.np|9818003127
std0731|Parbati Luitel|17|Female|Chitwan|parbati.luitel487@college.edu.np|9870223302
std0732|Kamala Bhandari|24|Female|Itahari|kamala.bhandari231@college.edu.np|9887632702
std0733|Vasana Joshi|19|Female|Pokhara|vasana.joshi216@college.edu.np|9888454779
std0734|Raju Hamal|22|Male|Damak|raju.hamal185@college.edu.np|9813335140
std0735|Anjali Adhikari|20|Female|Solukhumbu|anjali.adhikari248@college.edu.np|9854589337
std0736|Alisha Joshi|24|Female|Janakpur|alisha.joshi227@college.edu.np|9890090658
std0737|Gita Prasad|17|Female|Nepalgunj|gita.prasad854@college.edu.np|9898635046
std0738|Heera Pandey|19|Female|Kavre|heera.pandey381@college.edu.np|9867103093
std0739|Ganesh Neupane|18|Male|Solukhumbu|ganesh.neupane439@college.edu.np|9857097291
std0740|Pramila Gautam|17|Female|Makwanpur|pramila.gautam34@college.edu.np|9823614115
std0741|Sushma Gurung|17|Female|Lalitpur|sushma.gurung315@college.edu.np|9819255267
std0742|Rajan Shrestha|25|Male|Solukhumbu|rajan.shrestha788@college.edu.np|9842833737
std0743|Prabhat Oli|20|Male|Lalitpur|prabhat.oli709@college.edu.np|9856756072
std0744|Omila Rai|20|Female|Gorkha|omila.rai884@college.edu.np|9871639147
std0745|Mohan Karki|18|Male|Damak|mohan.karki739@college.edu.np|9898164549
std0746|Ramesh Ghimire|23|Male|Kavre|ramesh.ghimire985@college.edu.np|9865031610
std0747|Bijay Regmi|17|Male|Kathmandu|bijay.regmi339@college.edu.np|9872193896
std0748|Champa Pandey|18|Female|Biratnagar|champa.pandey961@college.edu.np|9874212321
std0749|Binita Gurung|18|Female|Chitwan|binita.gurung155@college.edu.np|9865452814
std0750|Sunil Subedi|17|Male|Chitwan|sunil.subedi254@college.edu.np|9850898586
std0751|Sunita Regmi|17|Female|Jumla|sunita.regmi848@college.edu.np|9883331179
std0752|Nisha Shrestha|20|Female|Makwanpur|nisha.shrestha442@college.edu.np|9832407115
std0753|Nirmal Sharma|25|Male|Bhaktapur|nirmal.sharma47@college.edu.np|9847731633
std0754|Rekha Adhikari|23|Female|Damak|rekha.adhikari429@college.edu.np|9865082807
std0755|Namrata Luitel|22|Female|Makwanpur|namrata.luitel732@college.edu.np|9875478779
std0756|Sanju Tiwari|23|Female|Jumla|sanju.tiwari652@college.edu.np|9883868599
std0757|Laxmi Ghimire|23|Female|Taplejung|laxmi.ghimire454@college.edu.np|9890564191
std0758|Champa Rai|19|Female|Nepalgunj|champa.rai447@college.edu.np|9841877226
std0759|Sunita Shrestha|24|Female|Dharan|sunita.shrestha850@college.edu.np|9870415629
std0760|Pooja Prasad|24|Female|Itahari|pooja.prasad793@college.edu.np|9875456755
std0761|Anil Tiwari|22|Male|Gorkha|anil.tiwari322@college.edu.np|9877466065
std0762|Uma Ojha|17|Female|Nuwakot|uma.ojha287@college.edu.np|9889998810
std0763|Aarti Rai|20|Female|Nepalgunj|aarti.rai459@college.edu.np|9857964206
std0764|Babita Tiwari|23|Female|Butwal|babita.tiwari403@college.edu.np|9841418701
std0765|Dipa Wagle|17|Female|Lalitpur|dipa.wagle924@college.edu.np|9819282707
std0766|Dipa Poudel|19|Female|Kathmandu|dipa.poudel864@college.edu.np|9847630587
std0767|Barsha Wagle|22|Female|Itahari|barsha.wagle720@college.edu.np|9857623271
std0768|Shreya Gurung|19|Female|Pokhara|shreya.gurung36@college.edu.np|9865724871
std0769|Arjun Limbu|18|Male|Dharan|arjun.limbu736@college.edu.np|9868632616
std0770|Niraj Basnet|20|Male|Dharan|niraj.basnet833@college.edu.np|9866855593
std0771|Tek Thapa|25|Male|Chitwan|tek.thapa383@college.edu.np|9886307563
std0772|Sushma Ghimire|25|Female|Kavre|sushma.ghimire429@college.edu.np|9897472949
std0773|Yamuna Adhikari|18|Female|Itahari|yamuna.adhikari570@college.edu.np|9865139047
std0774|Mina Bhattarai|23|Female|Itahari|mina.bhattarai757@college.edu.np|9873335292
std0775|Anisha Neupane|25|Female|Itahari|anisha.neupane400@college.edu.np|9856355072
std0776|Fulmaya Karki|24|Female|Banke|fulmaya.karki126@college.edu.np|9836134405
std0777|Suman Bhandari|25|Male|Damak|suman.bhandari658@college.edu.np|9844385431
std0778|Narayan Rijal|21|Male|Mustang|narayan.rijal992@college.edu.np|9884963036
std0779|Champa Oli|18|Female|Lalitpur|champa.oli11@college.edu.np|9848589734
std0780|Deepak Karki|21|Male|Nuwakot|deepak.karki81@college.edu.np|9893899478
std0781|Parbati Tamang|20|Female|Sindhupalchok|parbati.tamang896@college.edu.np|9878911940
std0782|Yamuna Poudel|21|Female|Butwal|yamuna.poudel921@college.edu.np|9869711974
std0783|Kedar Aryal|23|Male|Kathmandu|kedar.aryal303@college.edu.np|9892529924
std0784|Elina Koirala|20|Female|Hetauda|elina.koirala508@college.edu.np|9813783240
std0785|Barsha Sharma|22|Female|Sindhupalchok|barsha.sharma678@college.edu.np|9843941255
std0786|Pawan Karki|20|Male|Biratnagar|pawan.karki898@college.edu.np|9835988439
std0787|Govind Hamal|25|Male|Mustang|govind.hamal498@college.edu.np|9835088166
std0788|Pooja Yadav|23|Female|Hetauda|pooja.yadav857@college.edu.np|9881572833
std0789|Kopila Dhakal|19|Female|Kathmandu|kopila.dhakal548@college.edu.np|9886830013
std0790|Samir Poudel|24|Male|Sindhupalchok|samir.poudel678@college.edu.np|9877994571
std0791|Wangmo Rai|22|Female|Damak|wangmo.rai348@college.edu.np|9838732787
std0792|Rajesh Baral|20|Male|Birgunj|rajesh.baral580@college.edu.np|9855171041
std0793|Kabita Wagle|17|Female|Dang|kabita.wagle417@college.edu.np|9877985489
std0794|Binod Upreti|21|Male|Taplejung|binod.upreti862@college.edu.np|9823796899
std0795|Rupa Gautam|23|Female|Makwanpur|rupa.gautam372@college.edu.np|9878220150
std0796|Omila Vaidya|24|Female|Dang|omila.vaidya478@college.edu.np|9849404176
std0797|Sunita Tiwari|21|Female|Lalitpur|sunita.tiwari586@college.edu.np|9817322087
std0798|Lina Yadav|25|Female|Itahari|lina.yadav282@college.edu.np|9884288877
std0799|Kalpana Koirala|17|Female|Dang|kalpana.koirala883@college.edu.np|9842682290
std0800|Bibek Tamang|20|Male|Solukhumbu|bibek.tamang772@college.edu.np|9888955879
thr001|Prabhat Neupane|42|Male|Kathmandu|prabhat.neupane129@college.edu.np|9892958521
thr002|Sunita Ghimire|53|Female|Dharan|sunita.ghimire390@college.edu.np|9846100147
thr003|Aarav Tiwari|49|Male|Mustang|aarav.tiwari48@college.edu.np|9858498778
thr004|Samir Gautam|58|Male|Damak|samir.gautam463@college.edu.np|9835425122
thr005|Mamata Bhattarai|36|Female|Bhaktapur|mamata.bhattarai424@college.edu.np|9898589335
thr006|Hari Dhakal|55|Male|Gorkha|hari.dhakal133@college.edu.np|9856574846
thr007|Umesh Limbu|42|Male|Dang|umesh.limbu501@college.edu.np|9846369955
thr008|Bibek Wagle|50|Male|Makwanpur|bibek.wagle68@college.edu.np|9880377371
thr009|Elina Sapkota|44|Female|Hetauda|elina.sapkota36@college.edu.np|9860183774
thr010|Mahesh Bhattarai|54|Male|Damak|mahesh.bhattarai993@college.edu.np|9885274988
thr011|Lila Koirala|36|Female|Biratnagar|lila.koirala224@college.edu.np|9823012562
thr012|Rakesh Magar|45|Male|Itahari|rakesh.magar200@college.edu.np|9821247624
thr013|Biraj Basnet|55|Male|Damak|biraj.basnet809@college.edu.np|9879030077
thr014|Manisha Luitel|27|Female|Makwanpur|manisha.luitel276@college.edu.np|9850082197
thr015|Nabin Yadav|53|Male|Bhaktapur|nabin.yadav423@college.edu.np|9833591923
thr016|Lila Gautam|43|Female|Banke|lila.gautam373@college.edu.np|9883539305
thr017|Sabita Rai|31|Female|Kavre|sabita.rai869@college.edu.np|9851588549
thr018|Rohan Bhandari|34|Male|Chitwan|rohan.bhandari358@college.edu.np|9889045059
thr019|Rajan Neupane|33|Male|Chitwan|rajan.neupane849@college.edu.np|9879524164
thr020|Arjun Regmi|36|Male|Mustang|arjun.regmi724@college.edu.np|9817015741
thr021|Dipesh Chaudhary|46|Male|Hetauda|dipesh.chaudhary736@college.edu.np|9869050316
thr022|Dipesh Rai|51|Male|Damak|dipesh.rai515@college.edu.np|9827438224
thr023|Vijay Regmi|40|Male|Mustang|vijay.regmi245@college.edu.np|9897858077
thr024|Puja Rai|46|Female|Solukhumbu|puja.rai182@college.edu.np|9879527251
thr025|Prakash Regmi|33|Male|Nuwakot|prakash.regmi615@college.edu.np|9852591878
thr026|Sunita Subedi|50|Female|Birgunj|sunita.subedi299@college.edu.np|9842068290
thr027|Priya Wagle|50|Female|Dharan|priya.wagle317@college.edu.np|9845640039
thr028|Niraj Sapkota|41|Male|Butwal|niraj.sapkota966@college.edu.np|9853235109
thr029|Ishwori Acharya|50|Female|Birgunj|ishwori.acharya104@college.edu.np|9867831062
thr030|Rabindra Tamang|40|Male|Dang|rabindra.tamang122@college.edu.np|9866504752
thr031|Kamala Bhattarai|45|Female|Kavre|kamala.bhattarai176@college.edu.np|9870218135
thr032|Padma Yadav|40|Female|Banke|padma.yadav564@college.edu.np|9843633219
thr033|Raju Oli|57|Male|Butwal|raju.oli505@college.edu.np|9835731243
thr034|Fulmaya Thapa|27|Female|Taplejung|fulmaya.thapa617@college.edu.np|9852913747
thr035|Ankit Gautam|27|Male|Hetauda|ankit.gautam211@college.edu.np|9876428794
thr036|Kriti Gautam|32|Female|Nuwakot|kriti.gautam174@college.edu.np|9872243488
thr037|Barsha Ojha|55|Female|Janakpur|barsha.ojha833@college.edu.np|9823812880
thr038|Yogesh Oli|29|Male|Birgunj|yogesh.oli73@college.edu.np|9834624686
thr039|Pradeep Rijal|30|Male|Mustang|pradeep.rijal999@college.edu.np|9824210678
thr040|Sabina Neupane|55|Female|Damak|sabina.neupane840@college.edu.np|9832762246
thr041|Sanjay Tamang|43|Male|Birgunj|sanjay.tamang251@college.edu.np|9888311430
thr042|Rohan Aryal|36|Male|Chitwan|rohan.aryal642@college.edu.np|9876503330
thr043|Uma Wagle|39|Female|Makwanpur|uma.wagle286@college.edu.np|9874105219
thr044|Dipak Neupane|48|Male|Kavre|dipak.neupane235@college.edu.np|9883247246
thr045|Rajan Yadav|28|Male|Kavre|rajan.yadav25@college.edu.np|9831190759
thr046|Tilak Hamal|42|Male|Lalitpur|tilak.hamal843@college.edu.np|9893462003
thr047|Mukesh Sharma|29|Male|Gorkha|mukesh.sharma65@college.edu.np|9843266890
thr048|Dhan Gautam|40|Male|Makwanpur|dhan.gautam285@college.edu.np|9817891627
thr049|Laxman Karki|38|Male|Mustang|laxman.karki90@college.edu.np|9886110467
thr050|Prabin Rijal|57|Male|Dharan|prabin.rijal951@college.edu.np|9843792588
thr051|Bikash Subedi|39|Male|Dang|bikash.subedi324@college.edu.np|9861469185
thr052|Tara Karki|40|Female|Gorkha|tara.karki840@college.edu.np|9892663405
thr053|Ankit Rai|46|Male|Gorkha|ankit.rai837@college.edu.np|9822200956
thr054|Vijay Bhattarai|50|Male|Kavre|vijay.bhattarai688@college.edu.np|9884539998
thr055|Kedar Upreti|40|Male|Solukhumbu|kedar.upreti336@college.edu.np|9846183902
thr056|Dipak Subedi|53|Male|Chitwan|dipak.subedi98@college.edu.np|9879337036
thr057|Sabita Subedi|53|Female|Taplejung|sabita.subedi309@college.edu.np|9891484915
thr058|Gita Rijal|47|Female|Solukhumbu|gita.rijal629@college.edu.np|9869908694
thr059|Ishwori Dhakal|29|Female|Janakpur|ishwori.dhakal511@college.edu.np|9811030000
thr060|Roshan Oli|54|Male|Gorkha|roshan.oli319@college.edu.np|9846303326
adn001|Om Aryal|50|Male|Damak|om.aryal440@college.edu.np|9847739050
adn002|Nisha Rai|49|Female|Itahari|nisha.rai845@college.edu.np|9833849192
adn003|Laxman Ojha|37|Male|Makwanpur|laxman.ojha651@college.edu.np|9859594301
adn004|Rakesh Subedi|41|Male|Nuwakot|rakesh.subedi631@college.edu.np|9830886846
adn005|Kiran Bhandari|26|Male|Banke|kiran.bhandari747@college.edu.np|9848160647
adn006|Durga Pandey|33|Female|Bhaktapur|durga.pandey275@college.edu.np|9848792242
adn007|Rohan Gautam|55|Male|Itahari|rohan.gautam325@college.edu.np|9854219928
adn008|Hari Rai|53|Male|Nuwakot|hari.rai457@college.edu.np|9858105553
adn009|Heera Yadav|53|Female|Janakpur|heera.yadav435@college.edu.np|9866196887
adn010|Sunil Oli|27|Male|Dharan|sunil.oli915@college.edu.np|9859545200
adn011|Rita Rijal|50|Female|Nuwakot|rita.rijal858@college.edu.np|9872732397
adn012|Fulmaya Dhakal|43|Female|Gorkha|fulmaya.dhakal642@college.edu.np|9892846307
adn013|Prabhat Gautam|27|Male|Butwal|prabhat.gautam56@college.edu.np|9882305744
adn014|Tilak Ghimire|24|Male|Taplejung|tilak.ghimire911@college.edu.np|9841924755
adn015|Hasina Bhandari|34|Female|Jumla|hasina.bhandari498@college.edu.np|9829482567
adn016|Saroj Bhandari|40|Male|Birgunj|saroj.bhandari196@college.edu.np|9830483778
adn017|Mina Thapa|32|Female|Mustang|mina.thapa816@college.edu.np|9878841638
adn018|Rajesh Koirala|38|Male|Bhaktapur|rajesh.koirala549@college.edu.np|9817469313
exm001|Deepak Koirala|28|Male|Makwanpur|deepak.koirala337@college.edu.np|9896366941
exm002|Elina Sharma|24|Female|Mustang|elina.sharma39@college.edu.np|9873995301
exm003|Suresh Magar|26|Male|Kavre|suresh.magar259@college.edu.np|9887049916
exm004|Rupa Pandey|31|Female|Bhaktapur|rupa.pandey113@college.edu.np|9834779404
exm005|Kamal Oli|25|Male|Nuwakot|kamal.oli383@college.edu.np|9830446437
exm006|Kiran Poudel|35|Male|Lalitpur|kiran.poudel93@college.edu.np|9887999833
exm007|Anil Oli|41|Male|Nepalgunj|anil.oli39@college.edu.np|9896065528
exm008|Lila Poudel|37|Female|Butwal|lila.poudel434@college.edu.np|9875023526
exm009|Raju Acharya|45|Male|Gorkha|raju.acharya18@college.edu.np|9816499941
exm010|Mahesh Karki|48|Male|Nepalgunj|mahesh.karki320@college.edu.np|9877566015
